-0.0018621444,1.4231005,-0.09418314,0.25782025,0.002141245,0.021116627,0.0,0.0
-0.0027932166,1.4283022,-0.09418652,0.2311875,0.0031962546,0.021102227,0.0,0.0
-0.0036547661,1.4328921,-0.085452706,0.20399873,0.0024997625,-0.013931051,0.0,0.0
-0.0045163156,1.4368821,-0.08545037,0.17733042,0.0018041617,-0.013913387,0.0,0.0
-0.005311966,1.4402814,-0.07717199,0.15107986,-0.0005515086,-0.047117762,0.0,0.0
-0.006022072,1.4430819,-0.06645717,0.12445449,-0.0050529256,-0.09003686,0.0,0.0
-0.0066408156,1.4452821,-0.05499953,0.09775103,-0.0118475435,-0.13590476,0.0,0.0
-0.0072592734,1.446883,-0.054979343,0.071079455,-0.01864054,-0.13587272,0.0,0.0
-0.0077830316,1.447872,-0.043106005,0.043817736,-0.027813,-0.18346587,0.0,0.0
-0.008225441,1.4482708,-0.03292508,0.01747584,-0.039014015,-0.22404043,0.0,0.0
-0.008667564,1.4480712,-0.032892596,-0.009202227,-0.050212815,-0.22399673,0.0,0.0
-0.009109211,1.4472733,-0.03286067,-0.035880502,-0.061410215,-0.22396855,0.0,0.0
-0.009550476,1.4458768,-0.03282889,-0.062559135,-0.07260584,-0.22393277,0.0,0.0
-0.009991264,1.443882,-0.032797366,-0.0892382,-0.08379966,-0.22389655,0.0,0.0
-0.0104317665,1.4412891,-0.03276615,-0.11591764,-0.094991654,-0.22386046,0.0,0.0
-0.010871696,1.4380975,-0.032735247,-0.14259738,-0.10618186,-0.22382458,0.0,0.0
-0.011311149,1.4343076,-0.03270466,-0.16927749,-0.117370285,-0.22378877,0.0,0.0
-0.011750221,1.4299191,-0.03267441,-0.19595799,-0.12855694,-0.22375305,0.0,0.0
-0.0121887205,1.4249324,-0.0326445,-0.22263886,-0.1397418,-0.2237175,0.0,0.0
-0.012626839,1.419347,-0.03261494,-0.2493201,-0.15092489,-0.223682,0.0,0.0
-0.013064384,1.4131634,-0.032585736,-0.2760015,-0.16210623,-0.22364673,0.0,0.0
-0.013501453,1.4063814,-0.032556895,-0.3026833,-0.17328578,-0.22361144,0.0,0.0
-0.01393795,1.3990006,-0.03252844,-0.3293654,-0.1844636,-0.22357635,0.0,0.0
-0.01437397,1.3910215,-0.03250038,-0.3560479,-0.1956397,-0.22354142,0.0,0.0
-0.0148123745,1.3824227,-0.032750614,-0.38366663,-0.20681505,-0.22350688,0.0,0.0
-0.015250588,1.3732258,-0.032753743,-0.41034356,-0.21799031,-0.22350502,0.0,0.0
-0.015783215,1.3634498,-0.044590525,-0.4357934,-0.22675164,-0.17522669,0.0,0.0
-0.016315555,1.3530748,-0.044592652,-0.46246633,-0.23551291,-0.17522582,0.0,0.0
